mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1548.0522002696991,6.681707201086502,6.1554571151733395,0.4198642982365097,"{0: 1, 1: 20}",25,200,"{'class_weight': {0: 1, 1: 20}, 'max_depth': 25, 'n_estimators': 200}",0.4802068185490386,0.4660035871514756,0.48284789644012943,0.4802196027773292,0.47905547468866244,0.47766667592132706,0.005962737757695883,1,0.8666181200315554,0.8727064220183486,0.8669538312200449,0.86527537288496,0.8687119537236137,0.8680531399757043,0.002571801754164836
1433.644455051422,2.1129559486972265,21.950131130218505,0.3665331236217707,balanced,25,200,"{'class_weight': 'balanced', 'max_depth': 25, 'n_estimators': 200}",0.45659578385344746,0.4514997692662667,0.48429088773612605,0.4520902700702923,0.4564392185908712,0.46018318590340074,0.012238995412506037,2,0.7394310235219326,0.7377657779277759,0.7672183993552787,0.7316881329269491,0.7437900921244579,0.7439786851712789,0.012251195860447402
